id;Sensorname;Type;Subtype;Value1;Value2;ValueDiff;Duration;Timestamp
324250;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:04:29.072"""
324251;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 11:05:49.618"""
324252;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:05:52.166"""
324253;K_Schrank_Oben_01_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 11:06:14.609"""
324254;K_Schrank_Oben_01_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:06:17.018"""
324255;W_Balkon_cyrspec_temp;zwave;Temperature;12.04;;;;"=""2020-12-22 11:07:27.436"""
324256;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.62;;;;"=""2020-12-22 11:07:27.638"""
324257;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:07:28.058"""
324258;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-22 11:08:33.168"""
324259;W_Balkon_cyrspec_temp;zwave;Temperature;11.99;;;;"=""2020-12-22 11:10:33.025"""
324260;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.34;;;;"=""2020-12-22 11:10:33.195"""
324261;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:10:33.669"""
324262;W_Fen_Wand_Str;zwave;Contact;OPEN;;;;"=""2020-12-22 11:11:50.464"""
324263;W_Fen_Wand_Str;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:12:16.502"""
324264;K_Abfall_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 11:12:55.708"""
324265;K_Abfall_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:12:58.579"""
324266;W_Balkon_cyrspec_temp;zwave;Temperature;11.98;;;;"=""2020-12-22 11:13:32.640"""
324267;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.4;;;;"=""2020-12-22 11:13:32.812"""
324268;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:13:33.262"""
324269;K_Wasch_Str;zwave;Contact;OPEN;;;;"=""2020-12-22 11:13:41.322"""
324270;K_Wasch_Str;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:14:06.295"""
324271;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-22 11:15:15.257"""
324272;S_Boden_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:16:10.833"""
324273;W_Balkon_cyrspec_temp;zwave;Temperature;12.07;;;;"=""2020-12-22 11:16:28.393"""
324274;W_Balkon_cyrspec_moist;zwave;MoistPercent;109.95;;;;"=""2020-12-22 11:16:28.571"""
324275;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:16:29.037"""
324276;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:17:36.493"""
324277;W_Balkon_cyrspec_temp;zwave;Temperature;12.04;;;;"=""2020-12-22 11:19:23.513"""
324278;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.85;;;;"=""2020-12-22 11:19:23.683"""
324279;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:19:24.157"""
324280;W_Fen_Wand_Str;zwave;Contact;OPEN;;;;"=""2020-12-22 11:20:40.655"""
324281;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-22 11:20:51.013"""
324282;W_Fen_Wand_Str;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:21:25.606"""
324283;W_Balkon_cyrspec_temp;zwave;Temperature;12.17;;;;"=""2020-12-22 11:22:24.216"""
324284;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.13;;;;"=""2020-12-22 11:22:24.382"""
324285;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:22:24.972"""
324286;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:22:35.838"""
324287;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-22 11:24:19.873"""
324288;W_Balkon_cyrspec_temp;zwave;Temperature;12.21;;;;"=""2020-12-22 11:25:20.018"""
324289;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.5;;;;"=""2020-12-22 11:25:20.187"""
324290;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:25:20.714"""
324291;W_Balkon_cyrspec_temp;zwave;Temperature;12.42;;;;"=""2020-12-22 11:28:24.806"""
324292;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.08;;;;"=""2020-12-22 11:28:24.973"""
324293;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:28:25.414"""
324294;W_Balkon_cyrspec_temp;zwave;Temperature;12.56;;;;"=""2020-12-22 11:31:19.877"""
324295;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.33;;;;"=""2020-12-22 11:31:20.044"""
324296;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:31:20.531"""
324297;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-22 11:32:24.974"""
324298;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:32:58.938"""
324299;W_Balkon_cyrspec_temp;zwave;Temperature;12.6;;;;"=""2020-12-22 11:34:19.085"""
324300;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.27;;;;"=""2020-12-22 11:34:19.261"""
324301;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:34:19.719"""
324302;W_Balkon_cyrspec_temp;zwave;Temperature;12.52;;;;"=""2020-12-22 11:37:16.122"""
324303;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.94;;;;"=""2020-12-22 11:37:16.285"""
324304;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:37:16.777"""
324305;W_Balkon_cyrspec_temp;zwave;Temperature;12.5;;;;"=""2020-12-22 11:40:11.155"""
324306;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.41;;;;"=""2020-12-22 11:40:11.320"""
324307;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:40:11.797"""
324308;W_Balkon_cyrspec_temp;zwave;Temperature;12.6;;;;"=""2020-12-22 11:43:12.414"""
324309;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.5;;;;"=""2020-12-22 11:43:12.574"""
324310;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:43:13.082"""
324311;B_Tuer_Str;zwave;Contact;OPEN;;;;"=""2020-12-22 11:43:51.142"""
324312;W_Balkon_cyrspec_temp;zwave;Temperature;12.7;;;;"=""2020-12-22 11:46:17.143"""
324313;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.15;;;;"=""2020-12-22 11:46:17.324"""
324314;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:46:17.798"""
324315;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-22 11:46:29.770"""
324316;W_Balkon_cyrspec_temp;zwave;Temperature;12.82;;;;"=""2020-12-22 11:49:13.156"""
324317;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.88;;;;"=""2020-12-22 11:49:13.330"""
324318;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:49:13.771"""
324319;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-22 11:49:51.034"""
324320;W_Balkon_cyrspec_temp;zwave;Temperature;12.89;;;;"=""2020-12-22 11:52:18.617"""
324321;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.5;;;;"=""2020-12-22 11:52:18.795"""
324322;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:52:19.257"""
324323;S_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 11:54:31.728"""
324324;W_Balkon_cyrspec_temp;zwave;Temperature;12.88;;;;"=""2020-12-22 11:55:19.774"""
324325;W_Balkon_cyrspec_moist;zwave;MoistPercent;112.24;;;;"=""2020-12-22 11:55:19.953"""
324326;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:55:20.413"""
324327;B_Schrank_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 11:56:59.322"""
324328;Drehwand;turn;93-0;41.81;53.82;12.01;2652;"=""2020-12-22 11:57:58.579"""
324329;Drehwand;turn;93-0;53.82;45.89;7.93;3315;"=""2020-12-22 11:58:05.022"""
324330;Drehwand;turn;93-0;54.35;85.68;31.33;2499;"=""2020-12-22 11:58:08.589"""
324331;W_Balkon_cyrspec_temp;zwave;Temperature;12.81;;;;"=""2020-12-22 11:58:18.696"""
324332;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.6;;;;"=""2020-12-22 11:58:18.866"""
324333;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 11:58:19.352"""
324334;Drehwand;turn;93-0;69.99;73.04;3.05;1530;"=""2020-12-22 11:58:24.865"""
324335;Drehwand;turn;93-0;73.04;71.48;1.56;1020;"=""2020-12-22 11:58:27.595"""
324336;Drehwand;turn;93-0;73.04;90.01;16.97;2449;"=""2020-12-22 11:58:31.122"""
324337;Drehwand;turn;93-0;81.02;157.78;76.76;12240;"=""2020-12-22 11:58:46.582"""
324338;Drehwand;turn;93-0;157.78;102.99;54.79;3621;"=""2020-12-22 11:59:00.531"""
324339;S_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 11:59:31.595"""
324340;Drehwand;turn;93-0;102.99;96.42;6.57;1224;"=""2020-12-22 11:59:39.339"""
324341;Drehwand;turn;93-0;96.42;99.36;2.94;1275;"=""2020-12-22 11:59:45.947"""
324342;Drehwand;turn;93-0;99.36;136.67;37.31;3723;"=""2020-12-22 11:59:57.285"""
324343;Drehwand;turn;93-0;136.67;141.37;4.70;1581;"=""2020-12-22 12:00:00.076"""
324344;Drehwand;turn;93-0;141.37;145.46;4.09;867;"=""2020-12-22 12:00:08.804"""
324345;W_Balkon_cyrspec_switch;zwave;Switch;ON;;;;"=""2020-12-22 12:00:21.295"""
324346;Drehwand;turn;93-0;146.70;103.02;43.68;5508;"=""2020-12-22 12:00:25.469"""
324347;W_Balkon_cyrspec_temp;zwave;Temperature;12.84;;;;"=""2020-12-22 12:01:16.403"""
324348;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.49;;;;"=""2020-12-22 12:01:16.575"""
324349;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 12:01:17.014"""
324350;S_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:01:51.456"""
324351;Drehwand;turn;93-0;103.02;57.85;45.17;7038;"=""2020-12-22 12:02:53.398"""
324352;Drehwand;turn;93-0;57.85;52.78;5.07;2295;"=""2020-12-22 12:03:10.723"""
324353;W_Balkon_cyrspec_switch;zwave;Switch;OFF;;;;"=""2020-12-22 12:03:42.541"""
324354;W_Balkon_cyrspec_temp;zwave;Temperature;12.87;;;;"=""2020-12-22 12:04:14.108"""
324355;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.02;;;;"=""2020-12-22 12:04:14.281"""
324356;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 12:04:14.744"""
324357;W_Schub_Bad_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:04:22.470"""
324358;W_Schub_Bad_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:04:25.905"""
324359;W_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:04:32.727"""
324360;W_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:06:25.438"""
324361;W_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:06:26.847"""
324362;W_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:06:28.840"""
324363;W_Schub_Bad_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:06:54.747"""
324364;Drehwand;turn;93-0;52.78;43.44;9.34;1479;"=""2020-12-22 12:07:00.570"""
324365;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:07:04.110"""
324366;W_Schub_Bad_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:07:05.882"""
324367;W_Balkon_cyrspec_temp;zwave;Temperature;12.8;;;;"=""2020-12-22 12:07:13.297"""
324368;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.34;;;;"=""2020-12-22 12:07:13.494"""
324369;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 12:07:13.915"""
324370;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:07:33.772"""
324371;W_Schub_Bad_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:07:38.631"""
324372;W_Schub_Bad_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:07:45.079"""
324373;H_Graderobe_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:08:24.876"""
324374;H_Graderobe_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:08:32.907"""
324375;LampeAussenwand;turn;91-0;69.25;68.29;0.96;459;"=""2020-12-22 12:08:36.677"""
324376;S_Fen_Oben_Str;zwave;Contact;OPEN;;;;"=""2020-12-22 12:08:52.857"""
324377;S_Fen_Oben_Str;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:09:11.878"""
324378;S_Boden_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:09:14.020"""
324379;S_Boden_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:09:14.782"""
324380;Drehwand;turn;93-0;43.44;41.43;2.01;1479;"=""2020-12-22 12:09:48.460"""
324381;W_Balkon_cyrspec_temp;zwave;Temperature;12.77;;;;"=""2020-12-22 12:10:10.342"""
324382;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.38;;;;"=""2020-12-22 12:10:10.490"""
324383;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 12:10:11.051"""
324384;W_Schub_Wand_cyr;zwave;Contact;OPEN;;;;"=""2020-12-22 12:10:31.273"""
324385;W_Balkon_cyrspec_temp;zwave;Temperature;12.77;;;;"=""2020-12-22 12:13:05.428"""
324386;W_Balkon_cyrspec_moist;zwave;MoistPercent;110.91;;;;"=""2020-12-22 12:13:05.605"""
324387;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 12:13:06.063"""
324388;W_Schub_Wand_cyr;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:13:27.749"""
324389;B_Tuer_Str;zwave;Contact;CLOSED;;;;"=""2020-12-22 12:15:30.340"""
324390;W_Balkon_cyrspec_temp;zwave;Temperature;12.74;;;;"=""2020-12-22 12:16:04.675"""
324391;W_Balkon_cyrspec_moist;zwave;MoistPercent;111.29;;;;"=""2020-12-22 12:16:04.843"""
324392;W_Balkon_cyrspec_light;zwave;LightPercent;100;;;;"=""2020-12-22 12:16:05.311"""
